instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weekday_name,is_weekend,hour_group,weather_name
2708,2011-04-27,2,0,4,17,0,3,3,0.66,0.6061,0.83,0.3881,63,458,521,Spring,Wednesday,0,Afternoon,Light Snow/Rain
2709,2011-04-27,2,0,4,18,0,3,3,0.66,0.6061,0.83,0.3881,46,366,412,Spring,Wednesday,0,Evening,Light Snow/Rain
2710,2011-04-27,2,0,4,19,0,3,1,0.62,0.5909,0.78,0.2836,40,220,260,Spring,Wednesday,0,Evening,Clear
2711,2011-04-27,2,0,4,20,0,3,1,0.64,0.5758,0.83,0.3284,30,188,218,Spring,Wednesday,0,Evening,Clear
2712,2011-04-27,2,0,4,21,0,3,1,0.62,0.5606,0.88,0.2836,19,126,145,Spring,Wednesday,0,Evening,Clear
2713,2011-04-27,2,0,4,22,0,3,2,0.62,0.5606,0.88,0.3284,18,111,129,Spring,Wednesday,0,Evening,Mist
2714,2011-04-27,2,0,4,23,0,3,2,0.62,0.5606,0.88,0.3582,25,53,78,Spring,Wednesday,0,Evening,Mist
2715,2011-04-28,2,0,4,0,0,4,1,0.64,0.5909,0.78,0.3582,13,41,54,Spring,Thursday,0,Night,Clear
2716,2011-04-28,2,0,4,1,0,4,2,0.62,0.5758,0.83,0.3881,8,12,20,Spring,Thursday,0,Night,Mist
2717,2011-04-28,2,0,4,2,0,4,2,0.62,0.5758,0.83,0.4478,14,7,21,Spring,Thursday,0,Night,Mist
2718,2011-04-28,2,0,4,3,0,4,2,0.64,0.5909,0.78,0.3881,2,1,3,Spring,Thursday,0,Night,Mist
2719,2011-04-28,2,0,4,4,0,4,2,0.62,0.5758,0.83,0.4179,4,5,9,Spring,Thursday,0,Night,Mist
2720,2011-04-28,2,0,4,5,0,4,2,0.62,0.5758,0.83,0.3881,0,13,13,Spring,Thursday,0,Night,Mist
2721,2011-04-28,2,0,4,6,0,4,2,0.64,0.5909,0.78,0.4627,7,79,86,Spring,Thursday,0,Morning,Mist
2722,2011-04-28,2,0,4,7,0,4,2,0.64,0.5909,0.78,0.4478,14,201,215,Spring,Thursday,0,Morning,Mist
2723,2011-04-28,2,0,4,8,0,4,2,0.66,0.6061,0.78,0.4478,31,367,398,Spring,Thursday,0,Morning,Mist
2724,2011-04-28,2,0,4,9,0,4,3,0.62,0.5606,0.88,0.3284,18,165,183,Spring,Thursday,0,Morning,Light Snow/Rain
2725,2011-04-28,2,0,4,10,0,4,2,0.62,0.5606,0.88,0.2836,9,45,54,Spring,Thursday,0,Morning,Mist
2726,2011-04-28,2,0,4,11,0,4,2,0.62,0.5758,0.83,0.2836,10,74,84,Spring,Thursday,0,Morning,Mist
2727,2011-04-28,2,0,4,12,0,4,2,0.62,0.5909,0.78,0.2537,23,84,107,Spring,Thursday,0,Afternoon,Mist
2728,2011-04-28,2,0,4,13,0,4,2,0.62,0.5758,0.83,0.2985,18,103,121,Spring,Thursday,0,Afternoon,Mist
2729,2011-04-28,2,0,4,14,0,4,1,0.62,0.5758,0.83,0.2985,21,121,142,Spring,Thursday,0,Afternoon,Clear
2730,2011-04-28,2,0,4,15,0,4,1,0.66,0.6212,0.69,0.3284,46,117,163,Spring,Thursday,0,Afternoon,Clear
2731,2011-04-28,2,0,4,16,0,4,1,0.62,0.5909,0.78,0.2537,42,228,270,Spring,Thursday,0,Afternoon,Clear
2732,2011-04-28,2,0,4,17,0,4,1,0.64,0.6212,0.47,0.3582,49,406,455,Spring,Thursday,0,Afternoon,Clear
2733,2011-04-28,2,0,4,18,0,4,1,0.64,0.6212,0.47,0.3582,44,486,530,Spring,Thursday,0,Evening,Clear
2734,2011-04-28,2,0,4,19,0,4,1,0.62,0.6212,0.43,0.2985,57,347,404,Spring,Thursday,0,Evening,Clear
2735,2011-04-28,2,0,4,20,0,4,1,0.58,0.5455,0.43,0.2239,49,220,269,Spring,Thursday,0,Evening,Clear
2736,2011-04-28,2,0,4,21,0,4,1,0.56,0.5303,0.46,0.1343,27,167,194,Spring,Thursday,0,Evening,Clear
2737,2011-04-28,2,0,4,22,0,4,1,0.54,0.5152,0.45,0.1642,34,119,153,Spring,Thursday,0,Evening,Clear
2738,2011-04-28,2,0,4,23,0,4,1,0.54,0.5152,0.39,0.0896,29,81,110,Spring,Thursday,0,Evening,Clear
2739,2011-04-29,2,0,4,0,0,5,1,0.52,0.5,0.39,0.2836,11,37,48,Spring,Friday,0,Night,Clear
2740,2011-04-29,2,0,4,1,0,5,1,0.5,0.4848,0.45,0.0896,10,21,31,Spring,Friday,0,Night,Clear
2741,2011-04-29,2,0,4,2,0,5,1,0.46,0.4545,0.63,0.1045,2,8,10,Spring,Friday,0,Night,Clear
2742,2011-04-29,2,0,4,3,0,5,1,0.46,0.4545,0.59,0.0896,1,4,5,Spring,Friday,0,Night,Clear
2743,2011-04-29,2,0,4,4,0,5,1,0.46,0.4545,0.51,0.1343,0,6,6,Spring,Friday,0,Night,Clear
2744,2011-04-29,2,0,4,5,0,5,1,0.46,0.4545,0.47,0.1343,0,25,25,Spring,Friday,0,Night,Clear
2745,2011-04-29,2,0,4,6,0,5,1,0.5,0.4848,0.45,0.2836,4,67,71,Spring,Friday,0,Morning,Clear
2746,2011-04-29,2,0,4,7,0,5,1,0.52,0.5,0.42,0.194,18,222,240,Spring,Friday,0,Morning,Clear
2747,2011-04-29,2,0,4,8,0,5,1,0.54,0.5152,0.39,0.2985,35,386,421,Spring,Friday,0,Morning,Clear
2748,2011-04-29,2,0,4,9,0,5,1,0.54,0.5152,0.39,0.3284,45,185,230,Spring,Friday,0,Morning,Clear
2749,2011-04-29,2,0,4,10,0,5,1,0.56,0.5303,0.4,0.2836,57,99,156,Spring,Friday,0,Morning,Clear
2750,2011-04-29,2,0,4,11,0,5,1,0.6,0.6212,0.38,0.2239,49,108,157,Spring,Friday,0,Morning,Clear
2751,2011-04-29,2,0,4,12,0,5,1,0.56,0.5303,0.37,0.2836,63,160,223,Spring,Friday,0,Afternoon,Clear
2752,2011-04-29,2,0,4,13,0,5,1,0.56,0.5303,0.37,0.2985,74,234,308,Spring,Friday,0,Afternoon,Clear
2753,2011-04-29,2,0,4,14,0,5,1,0.6,0.6212,0.35,0.3284,58,190,248,Spring,Friday,0,Afternoon,Clear
2754,2011-04-29,2,0,4,15,0,5,2,0.56,0.5303,0.4,0.2985,77,175,252,Spring,Friday,0,Afternoon,Mist
2755,2011-04-29,2,0,4,16,0,5,2,0.54,0.5152,0.42,0.3582,59,240,299,Spring,Friday,0,Afternoon,Mist
2756,2011-04-29,2,0,4,17,0,5,2,0.52,0.5,0.45,0.3881,75,433,508,Spring,Friday,0,Afternoon,Mist
2757,2011-04-29,2,0,4,18,0,5,1,0.52,0.5,0.48,0.3582,55,384,439,Spring,Friday,0,Evening,Clear
2758,2011-04-29,2,0,4,19,0,5,1,0.46,0.4545,0.55,0.3284,40,230,270,Spring,Friday,0,Evening,Clear
2759,2011-04-29,2,0,4,20,0,5,1,0.48,0.4697,0.48,0.2239,34,160,194,Spring,Friday,0,Evening,Clear
2760,2011-04-29,2,0,4,21,0,5,1,0.46,0.4545,0.51,0.194,50,145,195,Spring,Friday,0,Evening,Clear
2761,2011-04-29,2,0,4,22,0,5,1,0.42,0.4242,0.58,0.1642,36,110,146,Spring,Friday,0,Evening,Clear
2762,2011-04-29,2,0,4,23,0,5,2,0.44,0.4394,0.54,0.0896,25,88,113,Spring,Friday,0,Evening,Mist
2763,2011-04-30,2,0,4,0,0,6,2,0.44,0.4394,0.54,0.2537,33,73,106,Spring,Saturday,1,Night,Mist
2764,2011-04-30,2,0,4,1,0,6,2,0.44,0.4394,0.54,0.1642,15,59,74,Spring,Saturday,1,Night,Mist
2765,2011-04-30,2,0,4,2,0,6,2,0.44,0.4394,0.54,0.2239,12,53,65,Spring,Saturday,1,Night,Mist
2766,2011-04-30,2,0,4,3,0,6,2,0.42,0.4242,0.54,0.194,4,13,17,Spring,Saturday,1,Night,Mist
2767,2011-04-30,2,0,4,4,0,6,2,0.42,0.4242,0.54,0.2239,2,5,7,Spring,Saturday,1,Night,Mist
2768,2011-04-30,2,0,4,5,0,6,1,0.42,0.4242,0.54,0.3881,3,4,7,Spring,Saturday,1,Night,Clear
2769,2011-04-30,2,0,4,6,0,6,1,0.4,0.4091,0.58,0.2836,10,11,21,Spring,Saturday,1,Morning,Clear
2770,2011-04-30,2,0,4,7,0,6,1,0.4,0.4091,0.54,0.3881,21,27,48,Spring,Saturday,1,Morning,Clear
2771,2011-04-30,2,0,4,8,0,6,1,0.4,0.4091,0.54,0.2985,21,70,91,Spring,Saturday,1,Morning,Clear
2772,2011-04-30,2,0,4,9,0,6,1,0.44,0.4394,0.51,0.3582,35,121,156,Spring,Saturday,1,Morning,Clear
2773,2011-04-30,2,0,4,10,0,6,1,0.48,0.4697,0.44,0.3881,94,185,279,Spring,Saturday,1,Morning,Clear
2774,2011-04-30,2,0,4,11,0,6,1,0.5,0.4848,0.42,0.3582,120,201,321,Spring,Saturday,1,Morning,Clear
2775,2011-04-30,2,0,4,12,0,6,1,0.52,0.5,0.42,0.3881,178,238,416,Spring,Saturday,1,Afternoon,Clear
2776,2011-04-30,2,0,4,13,0,6,1,0.54,0.5152,0.39,0.2985,185,270,455,Spring,Saturday,1,Afternoon,Clear
2777,2011-04-30,2,0,4,14,0,6,1,0.54,0.5152,0.39,0.2239,184,268,452,Spring,Saturday,1,Afternoon,Clear
2778,2011-04-30,2,0,4,15,0,6,1,0.56,0.5303,0.37,0.1343,217,282,499,Spring,Saturday,1,Afternoon,Clear
2779,2011-04-30,2,0,4,16,0,6,1,0.58,0.5455,0.37,0.194,191,273,464,Spring,Saturday,1,Afternoon,Clear
2780,2011-04-30,2,0,4,17,0,6,1,0.56,0.5303,0.43,0.1343,162,245,407,Spring,Saturday,1,Afternoon,Clear
2781,2011-04-30,2,0,4,18,0,6,1,0.54,0.5152,0.43,0.1343,134,237,371,Spring,Saturday,1,Evening,Clear
2782,2011-04-30,2,0,4,19,0,6,1,0.54,0.5152,0.43,0.1343,150,237,387,Spring,Saturday,1,Evening,Clear
2783,2011-04-30,2,0,4,20,0,6,1,0.44,0.4394,0.62,0.1343,65,159,224,Spring,Saturday,1,Evening,Clear
2784,2011-04-30,2,0,4,21,0,6,1,0.44,0.4394,0.62,0.1343,58,119,177,Spring,Saturday,1,Evening,Clear
2785,2011-04-30,2,0,4,22,0,6,1,0.44,0.4394,0.67,0.1045,37,106,143,Spring,Saturday,1,Evening,Clear
2786,2011-04-30,2,0,4,23,0,6,1,0.44,0.4394,0.67,0.1045,34,91,125,Spring,Saturday,1,Evening,Clear
2787,2011-05-01,2,0,5,0,0,0,1,0.42,0.4242,0.67,0.0896,19,77,96,Spring,Sunday,1,Night,Clear
2788,2011-05-01,2,0,5,1,0,0,1,0.42,0.4242,0.69,0.1045,9,50,59,Spring,Sunday,1,Night,Clear
2789,2011-05-01,2,0,5,2,0,0,1,0.42,0.4242,0.77,0.1045,7,43,50,Spring,Sunday,1,Night,Clear
2790,2011-05-01,2,0,5,3,0,0,1,0.4,0.4091,0.82,0.1045,8,15,23,Spring,Sunday,1,Night,Clear
2791,2011-05-01,2,0,5,4,0,0,1,0.4,0.4091,0.76,0.1045,6,11,17,Spring,Sunday,1,Night,Clear
2792,2011-05-01,2,0,5,5,0,0,1,0.4,0.4091,0.82,0.0896,0,10,10,Spring,Sunday,1,Night,Clear
2793,2011-05-01,2,0,5,6,0,0,2,0.4,0.4091,0.82,0.0896,4,9,13,Spring,Sunday,1,Morning,Mist
2794,2011-05-01,2,0,5,7,0,0,2,0.42,0.4242,0.77,0.0896,7,26,33,Spring,Sunday,1,Morning,Mist
2795,2011-05-01,2,0,5,8,0,0,2,0.44,0.4394,0.77,0.1343,16,43,59,Spring,Sunday,1,Morning,Mist
2796,2011-05-01,2,0,5,9,0,0,2,0.46,0.4545,0.72,0.1343,45,96,141,Spring,Sunday,1,Morning,Mist
2797,2011-05-01,2,0,5,10,0,0,2,0.48,0.4697,0.63,0.194,109,155,264,Spring,Sunday,1,Morning,Mist
2798,2011-05-01,2,0,5,11,0,0,1,0.46,0.4545,0.82,0.1045,109,141,250,Spring,Sunday,1,Morning,Clear
2799,2011-05-01,2,0,5,12,0,0,2,0.48,0.4697,0.77,0.1045,109,172,281,Spring,Sunday,1,Afternoon,Mist
2800,2011-05-01,2,0,5,13,0,0,2,0.5,0.4848,0.63,0.1642,123,209,332,Spring,Sunday,1,Afternoon,Mist
2801,2011-05-01,2,0,5,14,0,0,2,0.5,0.4848,0.68,0.1045,85,153,238,Spring,Sunday,1,Afternoon,Mist
2802,2011-05-01,2,0,5,15,0,0,2,0.5,0.4848,0.72,0.0,113,153,266,Spring,Sunday,1,Afternoon,Mist
2803,2011-05-01,2,0,5,16,0,0,2,0.5,0.4848,0.72,0.194,75,139,214,Spring,Sunday,1,Afternoon,Mist
2804,2011-05-01,2,0,5,17,0,0,2,0.48,0.4697,0.82,0.2537,60,136,196,Spring,Sunday,1,Afternoon,Mist
2805,2011-05-01,2,0,5,18,0,0,2,0.46,0.4545,0.82,0.0896,33,126,159,Spring,Sunday,1,Evening,Mist
2806,2011-05-01,2,0,5,19,0,0,2,0.46,0.4545,0.84,0.1045,47,131,178,Spring,Sunday,1,Evening,Mist
2807,2011-05-01,2,0,5,20,0,0,2,0.46,0.4545,0.82,0.0,35,86,121,Spring,Sunday,1,Evening,Mist
2808,2011-05-01,2,0,5,21,0,0,2,0.46,0.4545,0.82,0.0,23,82,105,Spring,Sunday,1,Evening,Mist
2809,2011-05-01,2,0,5,22,0,0,2,0.46,0.4545,0.82,0.0,32,68,100,Spring,Sunday,1,Evening,Mist
2810,2011-05-01,2,0,5,23,0,0,1,0.46,0.4545,0.77,0.194,64,82,146,Spring,Sunday,1,Evening,Clear
2811,2011-05-02,2,0,5,0,0,1,1,0.46,0.4545,0.72,0.1343,68,109,177,Spring,Monday,0,Night,Clear
2812,2011-05-02,2,0,5,1,0,1,1,0.46,0.4545,0.72,0.1343,41,73,114,Spring,Monday,0,Night,Clear
2813,2011-05-02,2,0,5,2,0,1,2,0.44,0.4394,0.77,0.2239,16,19,35,Spring,Monday,0,Night,Mist
2814,2011-05-02,2,0,5,3,0,1,1,0.44,0.4394,0.77,0.1343,9,7,16,Spring,Monday,0,Night,Clear
2815,2011-05-02,2,0,5,4,0,1,1,0.44,0.4394,0.77,0.1642,9,8,17,Spring,Monday,0,Night,Clear
2816,2011-05-02,2,0,5,5,0,1,2,0.44,0.4394,0.77,0.1343,4,16,20,Spring,Monday,0,Night,Mist
2817,2011-05-02,2,0,5,6,0,1,1,0.44,0.4394,0.88,0.1045,3,59,62,Spring,Monday,0,Morning,Clear
2818,2011-05-02,2,0,5,7,0,1,2,0.46,0.4545,0.82,0.3284,16,193,209,Spring,Monday,0,Morning,Mist
2819,2011-05-02,2,0,5,8,0,1,2,0.48,0.4697,0.77,0.2239,21,350,371,Spring,Monday,0,Morning,Mist
2820,2011-05-02,2,0,5,9,0,1,2,0.5,0.4848,0.77,0.2836,41,131,172,Spring,Monday,0,Morning,Mist
2821,2011-05-02,2,0,5,10,0,1,2,0.54,0.5152,0.77,0.2239,31,77,108,Spring,Monday,0,Morning,Mist
2822,2011-05-02,2,0,5,11,0,1,1,0.58,0.5455,0.73,0.2985,34,96,130,Spring,Monday,0,Morning,Clear
2823,2011-05-02,2,0,5,12,0,1,1,0.62,0.6061,0.69,0.2239,40,147,187,Spring,Monday,0,Afternoon,Clear
2824,2011-05-02,2,0,5,13,0,1,2,0.62,0.6061,0.69,0.194,51,119,170,Spring,Monday,0,Afternoon,Mist
2825,2011-05-02,2,0,5,14,0,1,1,0.64,0.6061,0.69,0.2239,48,133,181,Spring,Monday,0,Afternoon,Clear
2826,2011-05-02,2,0,5,15,0,1,1,0.66,0.6212,0.61,0.194,45,110,155,Spring,Monday,0,Afternoon,Clear
2827,2011-05-02,2,0,5,16,0,1,1,0.66,0.6212,0.61,0.2239,49,220,269,Spring,Monday,0,Afternoon,Clear
2828,2011-05-02,2,0,5,17,0,1,1,0.66,0.6212,0.65,0.194,65,472,537,Spring,Monday,0,Afternoon,Clear
2829,2011-05-02,2,0,5,18,0,1,2,0.64,0.6061,0.65,0.194,68,450,518,Spring,Monday,0,Evening,Mist
2830,2011-05-02,2,0,5,19,0,1,2,0.62,0.6061,0.69,0.1343,46,268,314,Spring,Monday,0,Evening,Mist
2831,2011-05-02,2,0,5,20,0,1,2,0.62,0.6061,0.69,0.1343,44,174,218,Spring,Monday,0,Evening,Mist
2832,2011-05-02,2,0,5,21,0,1,2,0.6,0.5909,0.73,0.1045,54,178,232,Spring,Monday,0,Evening,Mist
2833,2011-05-02,2,0,5,22,0,1,2,0.6,0.5909,0.73,0.0,28,97,125,Spring,Monday,0,Evening,Mist
2834,2011-05-02,2,0,5,23,0,1,2,0.56,0.5303,0.83,0.194,16,48,64,Spring,Monday,0,Evening,Mist
2835,2011-05-03,2,0,5,0,0,2,2,0.56,0.5303,0.83,0.2239,0,16,16,Spring,Tuesday,0,Night,Mist
2836,2011-05-03,2,0,5,1,0,2,2,0.56,0.5303,0.78,0.2537,0,14,14,Spring,Tuesday,0,Night,Mist
2837,2011-05-03,2,0,5,2,0,2,2,0.56,0.5303,0.78,0.2537,0,5,5,Spring,Tuesday,0,Night,Mist
2838,2011-05-03,2,0,5,3,0,2,1,0.54,0.5152,0.83,0.2836,0,2,2,Spring,Tuesday,0,Night,Clear
2839,2011-05-03,2,0,5,4,0,2,1,0.52,0.5,0.88,0.2239,3,1,4,Spring,Tuesday,0,Night,Clear
2840,2011-05-03,2,0,5,5,0,2,1,0.52,0.5,0.88,0.1343,0,14,14,Spring,Tuesday,0,Night,Clear
2841,2011-05-03,2,0,5,6,0,2,2,0.52,0.5,0.94,0.1642,7,102,109,Spring,Tuesday,0,Morning,Mist
2842,2011-05-03,2,0,5,7,0,2,2,0.54,0.5152,0.88,0.2239,17,248,265,Spring,Tuesday,0,Morning,Mist
2843,2011-05-03,2,0,5,8,0,2,2,0.56,0.5303,0.83,0.2836,24,435,459,Spring,Tuesday,0,Morning,Mist
2844,2011-05-03,2,0,5,9,0,2,2,0.6,0.5758,0.78,0.3582,29,157,186,Spring,Tuesday,0,Morning,Mist
2845,2011-05-03,2,0,5,10,0,2,2,0.64,0.6061,0.69,0.3582,36,91,127,Spring,Tuesday,0,Morning,Mist
2846,2011-05-03,2,0,5,11,0,2,2,0.66,0.6212,0.65,0.3284,20,120,140,Spring,Tuesday,0,Morning,Mist
2847,2011-05-03,2,0,5,12,0,2,2,0.68,0.6364,0.61,0.4925,48,169,217,Spring,Tuesday,0,Afternoon,Mist
2848,2011-05-03,2,0,5,13,0,2,2,0.7,0.6515,0.58,0.6119,50,144,194,Spring,Tuesday,0,Afternoon,Mist
2849,2011-05-03,2,0,5,14,0,2,2,0.7,0.6515,0.58,0.5224,36,122,158,Spring,Tuesday,0,Afternoon,Mist
2850,2011-05-03,2,0,5,15,0,2,2,0.7,0.6515,0.58,0.4478,37,117,154,Spring,Tuesday,0,Afternoon,Mist
2851,2011-05-03,2,0,5,16,0,2,1,0.72,0.6667,0.54,0.4627,46,225,271,Spring,Tuesday,0,Afternoon,Clear
2852,2011-05-03,2,0,5,17,0,2,1,0.7,0.6515,0.54,0.4627,53,464,517,Spring,Tuesday,0,Afternoon,Clear
2853,2011-05-03,2,0,5,18,0,2,1,0.7,0.6515,0.48,0.4179,59,485,544,Spring,Tuesday,0,Evening,Clear
2854,2011-05-03,2,0,5,19,0,2,1,0.68,0.6364,0.57,0.3582,42,323,365,Spring,Tuesday,0,Evening,Clear
2855,2011-05-03,2,0,5,20,0,2,1,0.66,0.6212,0.61,0.194,28,262,290,Spring,Tuesday,0,Evening,Clear
2856,2011-05-03,2,0,5,21,0,2,2,0.64,0.6212,0.61,0.4478,42,183,225,Spring,Tuesday,0,Evening,Mist
2857,2011-05-03,2,0,5,22,0,2,2,0.58,0.5455,0.6,0.3881,14,99,113,Spring,Tuesday,0,Evening,Mist
2858,2011-05-03,2,0,5,23,0,2,2,0.56,0.5303,0.68,0.3284,12,50,62,Spring,Tuesday,0,Evening,Mist
2859,2011-05-04,2,0,5,0,0,3,3,0.52,0.5,0.77,0.1642,5,22,27,Spring,Wednesday,0,Night,Light Snow/Rain
2860,2011-05-04,2,0,5,1,0,3,3,0.5,0.4848,0.82,0.2836,1,6,7,Spring,Wednesday,0,Night,Light Snow/Rain
2861,2011-05-04,2,0,5,2,0,3,3,0.5,0.4848,0.82,0.2836,0,4,4,Spring,Wednesday,0,Night,Light Snow/Rain
2862,2011-05-04,2,0,5,3,0,3,3,0.42,0.4242,0.88,0.5224,0,1,1,Spring,Wednesday,0,Night,Light Snow/Rain
2863,2011-05-04,2,0,5,4,0,3,3,0.38,0.3939,0.94,0.3284,1,2,3,Spring,Wednesday,0,Night,Light Snow/Rain
2864,2011-05-04,2,0,5,5,0,3,3,0.36,0.3333,0.87,0.3284,1,8,9,Spring,Wednesday,0,Night,Light Snow/Rain
2865,2011-05-04,2,0,5,6,0,3,3,0.34,0.303,0.93,0.3881,0,21,21,Spring,Wednesday,0,Morning,Light Snow/Rain
2866,2011-05-04,2,0,5,7,0,3,3,0.34,0.303,0.93,0.3582,6,46,52,Spring,Wednesday,0,Morning,Light Snow/Rain
2867,2011-05-04,2,0,5,8,0,3,3,0.34,0.303,0.93,0.3881,5,74,79,Spring,Wednesday,0,Morning,Light Snow/Rain
2868,2011-05-04,2,0,5,9,0,3,3,0.34,0.303,0.93,0.3582,5,35,40,Spring,Wednesday,0,Morning,Light Snow/Rain
2869,2011-05-04,2,0,5,10,0,3,2,0.34,0.3182,0.93,0.2836,5,26,31,Spring,Wednesday,0,Morning,Mist
2870,2011-05-04,2,0,5,11,0,3,1,0.4,0.4091,0.82,0.3284,3,69,72,Spring,Wednesday,0,Morning,Clear
2871,2011-05-04,2,0,5,12,0,3,2,0.44,0.4394,0.62,0.3582,19,105,124,Spring,Wednesday,0,Afternoon,Mist
2872,2011-05-04,2,0,5,13,0,3,2,0.46,0.4545,0.59,0.4478,15,128,143,Spring,Wednesday,0,Afternoon,Mist
2873,2011-05-04,2,0,5,14,0,3,1,0.5,0.4848,0.51,0.3881,13,94,107,Spring,Wednesday,0,Afternoon,Clear
2874,2011-05-04,2,0,5,15,0,3,1,0.48,0.4697,0.51,0.4179,22,107,129,Spring,Wednesday,0,Afternoon,Clear
2875,2011-05-04,2,0,5,16,0,3,1,0.5,0.4848,0.45,0.4627,22,173,195,Spring,Wednesday,0,Afternoon,Clear
2876,2011-05-04,2,0,5,17,0,3,1,0.4,0.4091,0.71,0.2537,22,388,410,Spring,Wednesday,0,Afternoon,Clear
2877,2011-05-04,2,0,5,18,0,3,1,0.42,0.4242,0.67,0.2537,29,367,396,Spring,Wednesday,0,Evening,Clear
2878,2011-05-04,2,0,5,19,0,3,1,0.42,0.4242,0.58,0.3582,30,266,296,Spring,Wednesday,0,Evening,Clear
2879,2011-05-04,2,0,5,20,0,3,1,0.4,0.4091,0.62,0.3284,17,174,191,Spring,Wednesday,0,Evening,Clear
2880,2011-05-04,2,0,5,21,0,3,1,0.4,0.4091,0.62,0.1642,17,133,150,Spring,Wednesday,0,Evening,Clear
2881,2011-05-04,2,0,5,22,0,3,1,0.38,0.3939,0.62,0.2239,9,80,89,Spring,Wednesday,0,Evening,Clear
2882,2011-05-04,2,0,5,23,0,3,1,0.36,0.3485,0.62,0.2239,8,49,57,Spring,Wednesday,0,Evening,Clear
2883,2011-05-05,2,0,5,0,0,4,1,0.36,0.3485,0.66,0.194,4,23,27,Spring,Thursday,0,Night,Clear
2884,2011-05-05,2,0,5,1,0,4,1,0.34,0.3333,0.71,0.194,4,6,10,Spring,Thursday,0,Night,Clear
2885,2011-05-05,2,0,5,2,0,4,1,0.34,0.3182,0.66,0.2239,1,4,5,Spring,Thursday,0,Night,Clear
2886,2011-05-05,2,0,5,3,0,4,1,0.34,0.3182,0.66,0.2537,0,4,4,Spring,Thursday,0,Night,Clear
2887,2011-05-05,2,0,5,4,0,4,1,0.34,0.3182,0.66,0.2537,4,3,7,Spring,Thursday,0,Night,Clear
2888,2011-05-05,2,0,5,5,0,4,1,0.34,0.3182,0.66,0.2537,1,29,30,Spring,Thursday,0,Night,Clear
2889,2011-05-05,2,0,5,6,0,4,1,0.34,0.3182,0.66,0.2537,3,86,89,Spring,Thursday,0,Morning,Clear
2890,2011-05-05,2,0,5,7,0,4,1,0.38,0.3939,0.58,0.2537,16,255,271,Spring,Thursday,0,Morning,Clear
2891,2011-05-05,2,0,5,8,0,4,1,0.42,0.4242,0.5,0.2537,25,415,440,Spring,Thursday,0,Morning,Clear
2892,2011-05-05,2,0,5,9,0,4,1,0.46,0.4545,0.44,0.2836,20,164,184,Spring,Thursday,0,Morning,Clear
2893,2011-05-05,2,0,5,10,0,4,1,0.5,0.4848,0.39,0.2836,30,98,128,Spring,Thursday,0,Morning,Clear
2894,2011-05-05,2,0,5,11,0,4,1,0.52,0.5,0.36,0.4478,43,105,148,Spring,Thursday,0,Morning,Clear
2895,2011-05-05,2,0,5,12,0,4,1,0.52,0.5,0.34,0.3582,27,169,196,Spring,Thursday,0,Afternoon,Clear
2896,2011-05-05,2,0,5,13,0,4,1,0.54,0.5152,0.3,0.5821,50,142,192,Spring,Thursday,0,Afternoon,Clear
2897,2011-05-05,2,0,5,14,0,4,1,0.54,0.5152,0.28,0.4478,19,135,154,Spring,Thursday,0,Afternoon,Clear
2898,2011-05-05,2,0,5,15,0,4,1,0.56,0.5303,0.26,0.4925,27,120,147,Spring,Thursday,0,Afternoon,Clear
2899,2011-05-05,2,0,5,16,0,4,1,0.58,0.5455,0.24,0.4179,36,233,269,Spring,Thursday,0,Afternoon,Clear
2900,2011-05-05,2,0,5,17,0,4,1,0.56,0.5303,0.26,0.3881,66,467,533,Spring,Thursday,0,Afternoon,Clear
2901,2011-05-05,2,0,5,18,0,4,1,0.56,0.5303,0.26,0.2836,64,456,520,Spring,Thursday,0,Evening,Clear
2902,2011-05-05,2,0,5,19,0,4,1,0.54,0.5152,0.28,0.2239,56,305,361,Spring,Thursday,0,Evening,Clear
2903,2011-05-05,2,0,5,20,0,4,1,0.5,0.4848,0.34,0.1642,33,225,258,Spring,Thursday,0,Evening,Clear
2904,2011-05-05,2,0,5,21,0,4,1,0.5,0.4848,0.36,0.194,39,141,180,Spring,Thursday,0,Evening,Clear
2905,2011-05-05,2,0,5,22,0,4,1,0.48,0.4697,0.39,0.194,30,135,165,Spring,Thursday,0,Evening,Clear
2906,2011-05-05,2,0,5,23,0,4,1,0.46,0.4545,0.41,0.194,16,99,115,Spring,Thursday,0,Evening,Clear
2907,2011-05-06,2,0,5,0,0,5,1,0.44,0.4394,0.44,0.1642,13,43,56,Spring,Friday,0,Night,Clear
2908,2011-05-06,2,0,5,1,0,5,1,0.4,0.4091,0.62,0.1642,8,24,32,Spring,Friday,0,Night,Clear
2909,2011-05-06,2,0,5,2,0,5,1,0.38,0.3939,0.62,0.1045,1,15,16,Spring,Friday,0,Night,Clear
2910,2011-05-06,2,0,5,3,0,5,1,0.36,0.3636,0.71,0.1045,3,6,9,Spring,Friday,0,Night,Clear
2911,2011-05-06,2,0,5,4,0,5,1,0.36,0.3636,0.71,0.1045,0,1,1,Spring,Friday,0,Night,Clear
2912,2011-05-06,2,0,5,5,0,5,1,0.34,0.3485,0.81,0.1045,0,16,16,Spring,Friday,0,Night,Clear
2913,2011-05-06,2,0,5,6,0,5,1,0.36,0.3636,0.81,0.0896,8,74,82,Spring,Friday,0,Morning,Clear
